Datum,Tijd,Product,ISIN,Beurs,Uitvoeringsplaats,Aantal,Koers,,Lokale waarde,,Waarde EUR,Wisselkoers,AutoFX Kosten,Transactiekosten en/of kosten van derden EUR,Totaal EUR,Order ID,
08-04-2024,10:34,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,-3,"117,5000",EUR,"352,50",EUR,"352,50",,"0,00",,"352,50",99bccdcc-42a4-4e98-8bac-28eb351cf878
08-04-2024,10:34,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,-1,"117,5000",EUR,"117,50",EUR,"117,50",,"0,00",,"117,50",99bccdcc-42a4-4e98-8bac-28eb351cf878
08-04-2024,10:34,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,-3,"117,5000",EUR,"352,50",EUR,"352,50",,"0,00","-1,00","351,50",99bccdcc-42a4-4e98-8bac-28eb351cf878
05-04-2024,16:21,CLEANSPARK INC,US18452B2097,NDQ,EDGX,6,"16,2200",USD,"-97,32",USD,"-90,00","1,0813","-0,23","-2,00","-92,23",effbda5e-c5a2-4430-9aff-cba1e283356e
01-04-2024,15:58,TESLA INC,US88160R1014,NDQ,XNAS,3,"175,9000",USD,"-527,70",USD,"-489,84","1,0773","-1,22","-2,00","-493,06",750116db-3db0-48a6-8dd2-a2b89d65ee85
26-03-2024,15:27,TESLA INC,US88160R1014,NDQ,XNAS,2,"182,4500",USD,"-364,90",USD,"-336,56","1,0842","-0,84","-2,00","-339,40",09747db1-6a0d-429f-b3b2-b7396d1f8faf
22-03-2024,09:04,FRANKLIN FTSE INDIA UCITS ETF,IE00BHZRQZ17,XET,XETA,-24,"38,1950",EUR,"916,68",EUR,"916,68",,"0,00","-3,00","913,68",1859688c-bf8c-4657-bc41-05bed20c1b22
19-03-2024,16:11,CLEANSPARK INC,US18452B2097,NDQ,XNAS,7,"15,4800",USD,"-108,36",USD,"-99,80","1,0858","-0,25","-2,00","-102,05",098998f2-6894-45c3-bd2d-2f5ee54e3989
18-03-2024,10:04,TESLA INC,US88160R1014,XET,XETB,3,"154,1600",EUR,"-462,48",EUR,"-462,48",,"0,00","-4,90","-467,38",48b0a435-2be6-4fb2-9053-08786636035c
18-03-2024,09:54,TOMTOM NV,NL0013332471,EAM,XAMS,-80,"7,0750",EUR,"566,00",EUR,"566,00",,"0,00","-3,00","563,00",236b6a87-e919-415c-92f8-0de050a56e90
13-03-2024,14:30,CLEANSPARK INC,US18452B2097,NDQ,XNAS,30,"16,4600",USD,"-493,80",USD,"-451,50","1,0937","-1,13","-2,00","-454,63",ed15d73d-4aea-4293-ab98-2364ad3b6679
13-03-2024,09:04,TESLA INC,US88160R1014,XET,XETB,3,"162,9200",EUR,"-488,76",EUR,"-488,76",,"0,00","-4,90","-493,66",3f3a6930-6b15-4c8c-b4f7-aa57e6e92b0e
12-03-2024,15:38,ISHARES AUTOMATION & ROBOTICS UCITS ETF USD A,IE00BYZK4552,MIL,ETFP,-74,"12,6000",EUR,"932,40",EUR,"932,40",,"0,00",,"932,40",d911e4c3-aaeb-431c-bc90-cd70c3988bcf
12-03-2024,13:59,ISHARES AUTOMATION & ROBOTICS UCITS ETF USD A,IE00BYZK4552,MIL,ETFP,-1,"12,6000",EUR,"12,60",EUR,"12,60",,"0,00","-3,00","9,60",d911e4c3-aaeb-431c-bc90-cd70c3988bcf
06-03-2024,19:33,CLEANSPARK INC,US18452B2097,NDQ,EDGX,1,"16,9700",USD,"-16,97",USD,"-15,56","1,0906","-0,04","-2,00","-17,60",94d625c9-8e9e-48cf-9bd7-a4ec2260f257
01-03-2024,18:29,CLEANSPARK INC,US18452B2097,NDQ,SOHO,2,"17,1050",USD,"-34,21",USD,"-31,57","1,0836","-0,08","-2,00","-33,65",bd42cc9e-4508-4fae-9d17-3b1325f9d875
27-02-2024,11:41,TESLA INC,US88160R1014,XET,XTXE,3,"186,1400",EUR,"-558,42",EUR,"-558,42",,"0,00","-4,90","-563,32",c281850f-44b9-438f-b5e8-14a7df93ac5d
27-02-2024,11:03,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,-3,"114,9400",EUR,"344,82",EUR,"344,82",,"0,00",,"344,82",956ffdb6-3a70-491c-82dd-fe13a82f89a7
27-02-2024,11:01,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,-2,"114,9400",EUR,"229,88",EUR,"229,88",,"0,00","-3,00","226,88",956ffdb6-3a70-491c-82dd-fe13a82f89a7
26-02-2024,09:05,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,5,"115,1000",EUR,"-575,50",EUR,"-575,50",,"0,00","-1,00","-576,50",44ecbef5-77e0-46dd-808e-ece03c0ec92e
24-01-2024,12:02,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,3,"110,1600",EUR,"-330,48",EUR,"-330,48",,"0,00","-1,00","-331,48",f0c298a6-ea31-4919-afcf-60eada5ba72a
24-01-2024,11:56,FRANKLIN FTSE INDIA UCITS ETF,IE00BHZRQZ17,XET,XETA,4,"36,7850",EUR,"-147,14",EUR,"-147,14",,"0,00","-3,00","-150,14",c101d8a8-4448-466b-8836-ef199cab8cc7
18-01-2024,17:05,FRANKLIN FTSE INDIA UCITS ETF,IE00BHZRQZ17,XET,XETA,9,"36,8100",EUR,"-331,29",EUR,"-331,29",,"0,00",,"-331,29",0a5b41b5-63d3-4199-af32-6aa19eb9359e
18-01-2024,16:37,FRANKLIN FTSE INDIA UCITS ETF,IE00BHZRQZ17,XET,XETA,1,"36,8100",EUR,"-36,81",EUR,"-36,81",,"0,00","-3,00","-39,81",0a5b41b5-63d3-4199-af32-6aa19eb9359e
16-01-2024,10:31,WISDOMTREE PHYSICAL GOLD INDIVIDUAL SECURITIES ETC,JE00B1VS3770,EAM,XAMS,-2,"175,4100",EUR,"350,82",EUR,"350,82",,"0,00","-3,00","347,82",9214027b-06bd-4d15-b033-b23f114336a7
28-12-2023,10:02,ISHARES AUTOMATION & ROBOTICS UCITS ETF USD A,IE00BYZK4552,MIL,ETFP,45,"11,8500",EUR,"-533,25",EUR,"-533,25",,"0,00","-3,00","-536,25",222e91fa-3074-4bd2-be7c-27bc5234667f
27-12-2023,15:30,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,5,"107,3000",EUR,"-536,50",EUR,"-536,50",,"0,00","-1,00","-537,50",36e9f53b-6153-460d-bfbf-46e8be5142f2
08-12-2023,11:08,TOMTOM NV,NL0013332471,EAM,XAMS,24,"6,3600",EUR,"-152,64",EUR,"-152,64",,"0,00",,"-152,64",5e0b7d2e-7a82-4a6a-90ad-29b1b0232ab4
08-12-2023,11:08,TOMTOM NV,NL0013332471,EAM,XAMS,16,"6,3600",EUR,"-101,76",EUR,"-101,76",,"0,00","-3,00","-104,76",5e0b7d2e-7a82-4a6a-90ad-29b1b0232ab4
08-12-2023,09:04,ISHARES DIVERSIFIED COMMODITY SWAP UCITS (DE) ETF,DE000A0H0728,XET,XETA,-20,"24,2550",EUR,"485,10",EUR,"485,10",,"0,00","-1,00","484,10",85d32b3e-d24c-4ae0-b38c-75be42124c3d
06-12-2023,14:37,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,MESI,-7,"20,6600",EUR,"144,62",EUR,"144,62",,"0,00",,"144,62",a6092aa0-ae59-4f90-8de7-230159f3cdce
06-12-2023,14:37,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,-5,"20,6600",EUR,"103,30",EUR,"103,30",,"0,00","-3,00","100,30",a6092aa0-ae59-4f90-8de7-230159f3cdce
01-12-2023,09:20,TOMTOM NV,NL0013332471,EAM,XAMS,40,"6,1600",EUR,"-246,40",EUR,"-246,40",,"0,00","-3,00","-249,40",a8507d7e-c8c8-47f2-b4b6-410eb861e449
01-12-2023,09:06,FRANKLIN FTSE INDIA UCITS ETF,IE00BHZRQZ17,XET,XETA,10,"33,8750",EUR,"-338,75",EUR,"-338,75",,"0,00","-3,00","-341,75",76ea335b-6cdc-4132-a7b4-9041f7dccd81
30-11-2023,16:42,ISHARES AUTOMATION & ROBOTICS UCITS ETF USD A,IE00BYZK4552,MIL,HREU,30,"10,8940",EUR,"-326,82",EUR,"-326,82",,"0,00","-3,00","-329,82",40f2e383-ca6e-4252-80da-585cb76413e0
30-11-2023,16:38,VANGUARD FTSE EMERGING MKTS UCITS ETF USD DIS,IE00B3VVMM84,EAM,XAMS,-20,"49,5400",EUR,"990,80",EUR,"990,80",,"0,00","-1,00","989,80",9551b802-2e52-48de-a7c9-426b9b0199a2
28-11-2023,17:17,WISDOMTREE PHYSICAL GOLD INDIVIDUAL SECURITIES ETC,JE00B1VS3770,EAM,XAMS,2,"173,5300",EUR,"-347,06",EUR,"-347,06",,"0,00","-3,00","-350,06",7058fcc2-27e5-4219-b85f-ddc580ddf03d
28-11-2023,14:23,ISHARES DIVERSIFIED COMMODITY SWAP UCITS,DE000A0H0728,XET,XETA,4,"24,5000",EUR,"-98,00",EUR,"-98,00",,"0,00","-1,00","-99,00",b7154beb-51d5-4eee-9e57-1795b29c2e7b
,,(DE) ETF,,,,,,,,,,,,,,
22-11-2023,10:42,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,2,"21,1500",EUR,"-42,30",EUR,"-42,30",,"0,00","-3,00","-45,30",9cf946e1-0b37-4e4e-b168-bb12d5ba71de
14-11-2023,11:23,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,8,"102,4800",EUR,"-819,84",EUR,"-819,84",,"0,00","-1,00","-820,84",2c158dd7-18ee-481d-98cc-bbbcb5f8383e
14-11-2023,11:22,VANGUARD FTSE ALL-WORLD UCITS - (USD) ACCUMULATING ETF,IE00BK5BQT80,XET,XETA,-4,"101,3400",EUR,"405,36",EUR,"405,36",,"0,00",,"405,36",7b8a12e3-4eec-4b55-82c5-baa0ac96e410
14-11-2023,11:22,VANGUARD FTSE ALL-WORLD UCITS - (USD) ACCUMULATING ETF,IE00BK5BQT80,XET,XETA,-4,"101,3600",EUR,"405,44",EUR,"405,44",,"0,00","-1,00","404,44",7b8a12e3-4eec-4b55-82c5-baa0ac96e410
24-10-2023,10:32,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,2,"24,2400",EUR,"-48,48",EUR,"-48,48",,"0,00","-3,00","-51,48",ff97f4c8-2daf-492e-8748-5c44760400c6
24-10-2023,10:15,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,5,"98,9100",EUR,"-494,55",EUR,"-494,55",,"0,00","-1,00","-495,55",b5b82ef2-81d9-4ff0-bde6-12581bcb7cad
24-08-2023,15:45,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,3,"102,4600",EUR,"-307,38",EUR,"-307,38",,"0,00","-1,00","-308,38",c010bb8a-7105-4555-a317-224ddcc789b7
27-07-2023,10:04,VANGUARD FTSE EMERGING MKTS UCITS ETF USD DIS,IE00B3VVMM84,EAM,XAMS,7,"51,6000",EUR,"-361,20",EUR,"-361,20",,"0,00","-1,00","-362,20",524766f9-eacf-4882-84e4-6bb3a1f7a257
27-07-2023,09:37,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,2,"40,2000",EUR,"-80,40",EUR,"-80,40",,"0,00","-3,00","-83,40",75cd3300-730f-42be-8cd0-33cc77d49bca
23-06-2023,15:08,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,5,"100,6200",EUR,"-503,10",EUR,"-503,10",,"0,00","-1,00","-504,10",90fe9c2e-4220-4c1c-813d-fbca9dfc3002
24-05-2023,09:10,VANGUARD FTSE ALL-WORLD UCITS - (USD) ACCUMULATING ETF,IE00BK5BQT80,XET,XETA,6,"97,0700",EUR,"-582,42",EUR,"-582,42",,"0,00","-1,00","-583,42",afb7f829-48c0-4b26-aa58-8da6462bb405
25-04-2023,09:04,VANGUARD FTSE ALL-WORLD UCITS - (USD) ACCUMULATING ETF,IE00BK5BQT80,XET,XETA,2,"94,7700",EUR,"-189,54",EUR,"-189,54",,"0,00",,"-189,54",4fb968ce-46c0-4200-a9fa-8af9b673dd70
25-04-2023,09:04,ISHARES DIVERSIFIED COMMODITY SWAP UCITS (DE) ETF,DE000A0H0728,XET,XETA,8,"24,8650",EUR,"-198,92",EUR,"-198,92",,"0,00",,"-198,92",b23abd0d-75d3-47e4-b897-97d6b6444587
25-04-2023,09:04,VANGUARD FTSE EMERGING MKTS UCITS ETF USD DIS,IE00B3VVMM84,EAM,XAMS,3,"48,5100",EUR,"-145,53",EUR,"-145,53",,"0,00",,"-145,53",500f074e-9b11-4cd7-90cc-2c5f37806d5d
24-03-2023,14:33,ISHARES DIVERSIFIED COMMODITY SWAP UCITS (DE) ETF,DE000A0H0728,XET,XETA,5,"24,6100",EUR,"-123,05",EUR,"-123,05",,"0,00",,"-123,05",450bcd4f-8751-4ecc-ad74-b2268ddff413
24-03-2023,14:32,VANGUARD FTSE EMERGING MKTS UCITS ETF USD DIS,IE00B3VVMM84,EAM,XAMS,4,"49,8000",EUR,"-199,20",EUR,"-199,20",,"0,00",,"-199,20",b3cb0b10-c5b4-46f7-abbc-43dc9a2ec88a
24-03-2023,14:31,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,4,"94,5900",EUR,"-378,36",EUR,"-378,36",,"0,00",,"-378,36",9e533466-e71a-4fc8-9616-8ec3a3b1c61b
08-02-2023,09:21,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,1,"99,9900",EUR,"-99,99",EUR,"-99,99",,"0,00",,"-99,99",fd62cf69-2554-4fc5-b96c-71f4e027c7ce
06-02-2023,09:05,VANGUARD FTSE EMERGING MKTS UCITS ETF USD DIS,IE00B3VVMM84,EAM,XAMS,6,"52,0300",EUR,"-312,18",EUR,"-312,18",,"0,00",,"-312,18",168f41b9-5e32-40a4-a88a-e2d72e37c7f0
03-02-2023,16:51,ISHARES DIVERSIFIED COMMODITY SWAP UCITS (DE) ETF,DE000A0H0728,XET,XETA,3,"25,6650",EUR,"-77,00",EUR,"-77,00",,"0,00",,"-77,00",91d3ff22-a80e-4593-8d96-dc9afe4e8e2d
03-02-2023,09:00,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,3,"34,6200",EUR,"-103,86",EUR,"-103,86",,"0,00","-3,00","-106,86",e5b33519-2bd3-4c47-abd3-08b5f6d98749
30-01-2023,09:05,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,4,"97,5700",EUR,"-390,28",EUR,"-390,28",,"0,00",,"-390,28",0dcbdb7f-c2dc-46df-81ef-34784eb6d208
30-01-2023,09:00,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,3,"35,3400",EUR,"-106,02",EUR,"-106,02",,"0,00","-3,00","-109,02",d7b8b0f8-6b69-48ba-95b4-7e28c2d92c47
28-11-2022,11:48,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,1,"97,4600",EUR,"-97,46",EUR,"-97,46",,"0,00",,"-97,46",b00e833c-8e3b-412c-8ed9-82de97c7fb0d
